cntry,essround_yr,stress_men,stress_woman,media_men,media_woman,internet_men,internet_woman,relig_men,relig_woman,social_men,social_woman,finvul_men,finvul_woman,ideological_men,ideological_woman,trust_men,trust_woman
HU,2014,3.9690038095506033,3.936604046948829,3.186616891457932,3.1990663461059343,,,2.151496869731106,2.688596734890718,2.9913501005707044,2.8676453160064574,3.8604961236194386,3.750990792246081,3.6628648214245003,3.568960100136683,3.071538063058977,3.205047514873718
IE,2014,4.555529930273653,4.437231085946861,3.379488989271598,3.2415565995647713,,,3.435936696606842,3.7853496850927115,3.397963275831367,3.383315496944699,3.574440259468508,3.33853115098117,2.961852405691323,2.907410927199549,3.5054077120953693,3.4799623852345047
IL,2014,4.873674828695523,4.663434355285931,3.0817584744468007,3.0320325608166536,,,3.0907830445299247,3.0356327971638155,3.300191101733939,3.343159870302779,3.7584775547799105,3.5129072592633355,3.3664844367542757,3.305158505102213,3.236958855113528,3.2230205526240767
LT,2014,3.994273655119052,3.795159294885895,3.3925929628148737,3.4000548864769486,,,2.705334903519299,3.5175062738940297,3.0192325799982958,2.981087517067054,3.873966498082438,3.4213056052636333,3.76306808361243,3.752570876347774,3.075757817295979,3.1966978290356796
NL,2014,4.673432741685968,4.516676195921479,3.3842102080261505,3.4039776887960986,,,2.346480123415921,2.6009566848939585,3.8712479709939758,3.9552610988669694,4.340880062421414,4.187924528471669,2.914212365230465,2.7515154627063443,3.895724176917488,3.830813820878402
NO,2014,5.029276130072728,4.762936464749664,3.050920764899252,3.072262697451862,,,2.1163063833100044,2.5521017267171415,3.800067398751293,3.899633902451525,4.433677176038206,4.207644741591726,2.9762647635151716,2.8259578970656407,4.291481661436851,4.314450914337133
PL,2014,4.494396853432957,4.3203076690643645,3.021314502468079,3.078247026312628,,,3.720936368268408,4.341123147299104,3.3979532901191494,3.242164105253163,3.8590563165905634,3.5600537113554482,3.4789962049689733,3.4048040329210747,2.7306369797317482,2.81321594068582
PT,2014,4.168357357580995,3.925290588254494,3.152427273353566,3.185488041089843,,,3.113211863059536,3.802865870938256,3.6898241025456797,3.5069398322926912,3.6126808666204884,3.2109078134484106,3.1960494919095814,3.2400887534418694,2.981179306669402,2.8423801659569654
SE,2014,4.937419578612902,4.70276587565241,2.923177374539913,2.943599878382487,,,1.9693034424570655,2.311280551924926,4.0029719707424345,4.031974979919513,4.6655654951039995,4.509461842795176,2.7053510714102713,2.5122824036001195,4.051276999224874,4.024436065054356
SI,2014,4.467047820863061,4.3092483083719335,2.964984630882763,2.835367038240754,,,2.45949332411406,2.95527340871686,3.449414281263717,3.3149382416796054,3.9433901429735654,3.7084242409487227,3.2979774179549395,3.2163005005746945,2.771858851212142,2.7328548520450204
AGGREGATE,2016,4.5854075371187655,4.39478198748216,,,4.671696496572734,4.482590797993225,2.52915344719421,2.992566036672457,3.5589529267037805,3.5371141975482456,3.988743943139751,3.76945047820359,3.1625134985615997,3.105342549565299,3.57462782284377,3.5807267672586742
AT,2016,4.639256699680891,4.580376794252354,,,4.540277777777778,4.276600541027953,2.709790357867721,3.1397559175458465,3.7035429556823565,3.739562858441323,3.930908832364599,3.7959649302707135,3.1896467663947345,3.0226434851170567,3.850140615895969,3.8790903614694545
BE,2016,4.706672708003379,4.489827662385299,,,4.927564825253664,4.819681456200228,2.307921545473748,2.647263304259891,3.705436552674433,3.746808241688788,4.22794359116953,4.075300564521631,2.9339689932803097,2.8171197482700854,3.635981106520829,3.6488701951553044
CH,2016,5.013525091536108,4.879124416368321,,,5.190521628498728,4.812925170068027,2.6220378315426367,3.1390783175181585,3.8477436165386862,3.8770193623042277,4.340898715044453,4.199817614024038,2.9762452028743263,2.8816426690735124,4.198280279370134,4.213788521055896
CZ,2016,4.3216320860554,4.185005483585648,,,4.738605287146764,4.567619453924915,1.6793745715367276,1.9764633651172323,3.283871650402501,3.3582553657867322,3.802061602092233,3.5704982134069363,3.453644995641512,3.3382689209330403,3.37252038223019,3.46508935401987
DE,2016,4.574806128065337,4.356207848959819,,,4.901690981432361,4.61328125,2.33886069568188,2.7093748502166353,3.7759803370619136,3.7640243163671863,4.348556118345325,4.245864515639703,2.8998469898743298,2.7919894990646394,3.885395812017846,3.8225294360931614
EE,2016,4.361254280451678,4.245575299933094,,,4.572972972972973,4.418647166361974,1.9502977310210703,2.5147201122422924,3.1973371961983674,3.219752726319746,3.7805968890238555,3.537741347469992,3.490884265369116,3.368789314986487,3.687927765875186,3.735516075902945
ES,2016,4.646834164398891,4.424037063195221,,,4.473076923076923,4.386317395727366,2.4447919954285093,3.010026657573496,3.7608299910555814,3.720382252556767,3.7757571131496235,3.5716917182434424,2.7472521898281412,2.72188606497817,3.136970069661153,3.1528497650622307
FI,2016,4.877936275512874,4.786370597786224,,,5.22216441207076,5.019709543568465,2.386592900928471,3.0628305604892496,3.6128656122226652,3.72952906933932,4.1487584602975485,4.03619051222924,3.082419817988861,2.8938582237179404,4.320003964124672,4.390506598374475
FR,2016,4.468303409326694,4.157984568455897,,,4.666054564533053,4.461280214861236,2.2202578893213936,2.6820687356272104,3.7468997634347576,3.6791336527511995,3.998768932934455,3.6509573845400256,2.932478736771375,2.9443134796524153,3.3441632999428115,3.410012626140204
GB,2016,4.679563018166319,4.442437868853282,,,4.803038990825688,4.74885004599816,2.2100606751603054,2.716739274156255,3.5718426764235782,3.6666805844517127,4.1268155887333045,3.999645760228449,3.005675241933826,2.926189280928478,3.6878503400018587,3.7042460158235335
HU,2016,4.191416727831762,4.14584108884312,,,3.8518518518518516,3.818496801705757,2.25958727127153,2.7045883378401343,3.052039862488717,2.8374528826044916,3.55299079287569,3.395601851851852,3.714352312836275,3.668493980020008,3.4790090708845653,3.665477481188617
IE,2016,4.651900811132811,4.625785743531728,,,4.497222222222222,4.6885683760683765,3.2284044506836125,3.72996611612203,3.4350240656883178,3.51405103131864,3.7109169696424544,3.6961177835069554,2.96510439089096,2.9493782228567405,3.5684812240106467,3.5511143372121396
IL,2016,4.945619021547371,4.852577831246201,,,4.706193969030155,4.697129909365559,3.2591079554970315,3.0329141163068307,3.4850008016956333,3.4163264063089165,3.397525562848143,3.223038284206445,3.339890046800998,3.277227364499813,3.2545364992896135,3.2974620046542262
IS,2016,5.034631471054469,4.891022813753978,,,5.40668202764977,5.470387243735763,2.3853096852240117,2.943821799227978,3.8870843483831177,4.062228177904494,4.407608699128795,4.287356321839081,2.661556885379623,2.5062467556856247,4.010943608268785,4.082031701044455
IT,2016,4.366103663788975,4.15208607866534,,,4.372752150117279,4.122652141247182,3.0360384005028016,3.6567979973588436,3.4513158297773034,3.3420136301236045,3.6745415705843247,3.516802142576992,3.315596227635946,3.253728543414815,3.177197079438871,3.1409802624263725
LT,2016,3.996923424741985,3.8164496399618155,,,3.9869186046511627,3.8561507936507935,2.880439061683633,3.521427470952785,2.9710564463274705,2.948512654840657,3.873156220982308,3.410316153737739,3.686184594471678,3.648090233014337,3.3906569002167792,3.4250819464373623
NL,2016,4.7141591300907955,4.557016461816954,,,5.4041278295605855,5.348060344827586,2.2687137509850275,2.615610751139909,3.924995564043588,4.036671768282525,4.5130855277368935,4.315727763021947,2.90910035233047,2.797629967412817,4.021514900794999,3.9493092469661106
NO,2016,5.041455679977651,4.802482496757117,,,5.576807228915663,5.428321678321678,2.141452388196622,2.4553001081670334,3.8456668752482677,3.9984314386991193,4.390174876802392,4.2602073687785635,3.007777746946376,2.8065369567518847,4.347243588185607,4.382931181020278
PL,2016,4.573803002611637,4.43054890359397,,,3.9430970149253732,3.9477401129943503,3.8154865737614116,4.2336241739856755,3.4004708131284507,3.323657485376124,3.801848863510979,3.710386723469772,3.3875020304506216,3.279780208123729,3.02896411191148,3.0478030938552028
PT,2016,4.369953465472333,4.125313226145034,,,4.214622641509434,3.831081081081081,2.874278982324823,3.823577165114458,3.850080509521646,3.6300284699163075,3.979558802894542,3.501417044545212,2.863922846820252,2.948966350555771,3.0721337906474955,3.093372880652724
RU,2016,4.006291951422753,3.8189523229764575,,,4.054347826086956,3.6386887608069163,2.27849695659655,2.933501173554763,3.1401026222339503,3.1625335189932335,3.5924859190988223,3.119144486420306,3.921348460246424,3.9487135720453943,3.0005684596258058,3.103225722164906
SE,2016,4.893204909468642,4.664237435508984,,,5.316709844559585,5.320231958762887,1.963793265024437,2.2922131868799487,4.001603945197485,4.078724315787706,4.66555604969443,4.6026910404811625,2.814445354175013,2.644990428067478,3.938545752967201,3.9480581751090678
SI,2016,4.630255057250242,4.46920450738156,,,4.297738693467337,4.027150916784203,2.533509418231342,3.048153649312379,3.524350400115303,3.420687626930325,4.107743628659963,4.001783037829727,3.3427799815663546,3.1889010759174585,2.9747110128581755,3.0499045429063205
AGGREGATE,2018,4.582919045290879,4.3877123320671165,,,4.730810211359485,4.535482287181812,2.535145238276993,3.0262461161593843,3.57284551700528,3.5285296710608876,4.0242264886754375,3.7467755597421024,3.181260711829706,3.112870102063285,3.5883980192713754,3.5509149520359506
AT,2018,4.793768262879614,4.697547577972856,,,4.747831743278404,4.531760772659733,2.6618166479032177,3.139017619516894,3.727757359529679,3.7482100329913757,3.98698150511754,3.8183511577501505,3.1991748808468348,3.0347094238594963,4.068034883357429,4.037503297561481
BE,2018,4.711124425762526,4.527749347516496,,,5.145040369088812,4.908509454949944,2.3422665147042423,2.7030159304283483,3.717231320916292,3.7309561720380504,4.190531514603862,3.991670590209003,2.922271912765465,2.834966211059489,3.672690626543691,3.70723456339902
BG,2018,3.68267286125203,3.4481351103023448,,,3.576923076923077,3.400777414075286,2.4064110315696996,2.9996033664389192,3.3256007283068274,3.248923805224738,2.8378990670648037,2.6124466597179534,3.8057557982580383,3.6883952749164397,2.455125091085225,2.5061365133434026
CH,2018,5.053335668136765,4.901541358311802,,,5.327419354838709,5.136245110821382,2.6092464040320142,2.987520176324719,3.825556938625431,3.873457396111785,4.327766832640686,4.101118800461361,2.9742425680612157,2.8022871874546396,4.287490519139914,4.225419430956546
CY,2018,4.622447881577963,4.3578782811781185,,,4.1113387978142075,3.8532608695652173,3.881740508952501,4.457600215227334,3.2244990892531877,3.0192054626272076,3.647482399755127,3.2542545747797105,3.523778431769731,3.539346691687342,3.091086157591374,3.1001417494305943
CZ,2018,4.391626998740333,4.307879357947048,,,4.7763409961685825,4.5202752976190474,1.6650270588910736,1.9949387726206596,3.2561764700806832,3.3590659166152768,3.8630844351236675,3.577426340646965,3.6012182298441062,3.476564234524954,3.4539271810757586,3.417445862671079
DE,2018,4.657124681897725,4.429754108573111,,,5.109942244224422,4.948516579406632,2.416599871623085,2.7683213375202445,3.798093553136408,3.795748669600229,4.410921467086784,4.298147165048367,2.865094506454831,2.739829646141565,3.9005083403249188,3.828975624291813
DK,2018,5.146166807060219,4.976619820229363,,,5.541420118343195,5.439655172413793,2.0754132118473794,2.457045164237948,3.9264191283693166,4.039399718625074,4.558837709538643,4.434263430144814,2.8543346771362956,2.6225812919060556,4.472615806733894,4.4914213815472
EE,2018,4.410554687121178,4.322109965071736,,,4.9097968936678615,4.597703842549203,1.994909079354106,2.427448435381046,3.1811876556981207,3.2037906622510284,4.004008407234213,3.7251746907173326,3.586887279150418,3.441267495943167,3.7367787314177607,3.863392587196073
ES,2018,4.626317861690146,4.40389027823465,,,4.8947990543735225,4.612971985383679,2.2188376201363638,2.9281772143869245,3.7785887065880233,3.678340399816882,4.036487343030872,3.681114463262632,2.7399779386387118,2.73780190876674,3.3847859708418357,3.312209536186144
FI,2018,4.927831309669896,4.791784708582499,,,5.31751179245283,5.260485651214128,2.4180282663767265,2.9734687651980813,3.635018787962819,3.742011669774197,4.326292782389574,4.107675292339158,3.10668491890806,2.9010257910642223,4.387117911344072,4.345001653697222
FR,2018,4.481480093107867,4.164448779716958,,,4.884320175438597,4.590474020054694,2.2866459892865563,2.7125970661666075,3.7212728296311783,3.6928316663435177,4.008315358041622,3.6379830774349955,2.8709421653424525,2.845056308594826,3.5773047894247054,3.515765089867049
GB,2018,4.573674365852372,4.430680632755322,,,5.0157973921765295,5.0464344941956885,2.20278373685779,2.597342228795457,3.5481068041409394,3.6880852650066074,4.171175424290544,3.9764144480279935,2.889930353636371,2.7831844189532124,3.6099367836769356,3.6329147913922077
HR,2018,4.652048585607654,4.522560325413662,,,4.562843406593407,4.519888991674375,3.070308513077457,3.687444067764078,3.60800452244627,3.4464425658487614,3.952576570534317,3.624034166991316,3.3504342260825895,3.266933175948551,2.5453394297326475,2.5907264768011173
HU,2018,4.141301784909322,4.078588158259809,,,4.069148936170213,3.9541884816753927,2.2057393464845334,2.7602123651566806,2.964224685874143,2.850096301979054,3.661227501008101,3.516207433526981,3.784609983581145,3.807877691587917,3.622657602723862,3.656066782398955
IE,2018,4.707287327358668,4.560373830351644,,,4.5585156993339675,4.8610871440897325,3.2038550094135583,3.6024599000817203,3.4845451288111344,3.5179295125251353,3.9563457589470126,3.696178837918106,2.76801589896083,2.7305135250133614,3.5996521605526905,3.5579273021929807
IS,2018,5.084698873260689,4.956153462579249,,,5.479166666666667,5.576704545454546,2.310251798561151,2.936008714136463,3.8109018468923295,4.06912181050112,4.782667743356335,4.51136948557241,2.5097588978185996,2.3229853188697427,4.072641555650521,4.001531061101827
IT,2018,4.363318492756,4.20530774398461,,,4.507722007722008,4.087370242214533,3.0621659739816205,3.5858400471839023,3.4632139545387983,3.3602402187422804,3.693790059070949,3.582211614018545,3.396584452393609,3.338562389903595,3.5175279849710974,3.5009113599527577
LT,2018,3.9861927988167247,4.041238223445811,,,3.784090909090909,3.8666534181240064,2.739657886579574,3.52215813134077,3.011606028823882,3.0989642536537994,3.310304907995849,3.169797495337064,3.7215707579172865,3.6083887683512756,3.166645663301168,3.426869862746855
LV,2018,4.233672327951989,4.093775908051969,,,4.489057239057239,4.176328502415459,2.2960134277817246,2.9403356319139093,3.1392175906064796,3.197832913456809,3.315036328194223,3.08145428559189,3.447189321889135,3.3874565747185543,3.065657115660746,3.1060185806740424
ME,2018,4.709322069104202,4.571341427347834,,,4.365542763157895,4.350253807106599,3.018346384740123,3.228271789156723,3.6442039771070154,3.4964598164154004,3.752686964011534,3.727502171475007,3.500402441460249,3.428246651201078,2.973417767153451,3.145637708366916
NL,2018,4.785235648746678,4.614717941339054,,,5.425270108043217,5.486607142857143,2.219224709114415,2.503409101837408,3.908693731843473,4.03382861141344,4.768635828995729,4.459363359765247,2.8281328650299584,2.7051340665841264,4.220208118402627,4.126607401677407
NO,2018,5.040177628933034,4.828399863536472,,,5.729381443298969,5.6939586645469,1.997464465854901,2.378001294653993,3.9314768979394876,4.094827716485695,4.419078732747068,4.27510826591709,2.8149687598635675,2.549118361282476,4.372769221717195,4.44138381684268
PL,2018,4.583933955052824,4.439217948132577,,,4.31805359661495,4.10126582278481,3.5665958617380737,4.1680338745152055,3.307872551347652,3.204072784605959,3.922422247387275,3.6968777542746345,3.40088824231394,3.3723187650549273,3.1296117546117546,3.260663388761563
PT,2018,4.476618515442754,4.232613553726818,,,4.51123595505618,4.227459016393443,2.865711463986214,3.6414391027241106,3.8107534735842,3.586337128082939,3.863702867653206,3.571469378600935,2.8829711383386414,2.8947893335362314,3.1967447461168006,3.1745198125036467
RS,2018,4.217292828039039,3.9901664210974372,,,3.6535532994923856,3.5496688741721854,3.0944625048934733,3.4813481564921105,3.558272414792192,3.3911881797896597,3.606007710838132,3.332338671451175,3.676067428720794,3.495161891594553,2.9226674447365824,2.97296287049055
SE,2018,4.930759986421136,4.734571501556201,,,5.453525641025641,5.424603174603175,2.007269462038828,2.2560632387706856,3.993052256944367,4.099425833865204,4.639163549945458,4.4978410889522,2.756889319095354,2.568481148853086,4.102312849564814,4.036702328198747
SI,2018,4.7310822716883445,4.5566706909340144,,,4.549180327868853,4.384016973125884,2.427833074133431,2.986813705652233,3.5229103696089243,3.4044254893350288,4.293068070852029,4.013143215408587,3.3603263960323844,3.2339882164739913,3.1131736474320686,3.1327189205412727
SK,2018,4.123598902098132,4.070266321217797,,,3.405566600397614,3.4028497409326426,3.3154887349613493,3.8425059535959725,3.107159432708105,3.0665801339886265,3.719539006171397,3.573291333629366,3.72079384464163,3.6464827861173106,3.081686903202325,3.1461677403682367
AGGREGATE,2020,4.496431192908714,4.306667622362165,,,5.0022778219683275,4.939810951341635,2.5350289519940006,2.9456829710991363,3.458351670198651,3.416203576708584,4.102061904182697,3.855521441749116,3.068094564600104,2.975280660172796,3.499239219986165,3.480579370627641
AT,2020,4.717267376145287,4.496299106319691,,,5.3125,5.223790322580645,2.3488892278715254,2.734497765993557,3.4545625981703036,3.5541026083429443,4.541895819265664,4.304071156417757,2.9378711802655024,2.775937423696215,3.739556551527072,3.616652464207901
BE,2020,4.764782155695322,4.5512437980544895,,,5.432663690476191,5.190956651718984,2.1654093125641634,2.5455652537443316,3.7387949705056385,3.772425236162538,4.403758258288328,4.171260638877219,2.8066643504351223,2.7644552223074856,3.668142600976539,3.654608661148464
BG,2020,4.1772201005105485,3.9008594095325186,,,4.383385335413417,4.463487071977638,2.429694624177751,3.168388954127343,3.5187439841439065,3.437715976688041,3.4458490637518446,3.1337451052797585,3.488473468800954,3.314281010877437,2.5330274824182477,2.6178175499103715
CH,2020,5.070228579801704,4.920638476241098,,,5.443021766965429,5.353856562922869,2.574845551250472,2.9405822492574027,3.7391539814723416,3.7695225147086213,4.413805526066067,4.2285713380959615,2.909440911029602,2.72530472206667,4.325060814952724,4.334366932994886
CY,2020,4.410350759606792,4.203123946787499,,,5.35,5.512072434607646,3.3007501955229253,3.633833537596674,3.204846621506217,3.1942372431518806,3.9546662999633293,3.6403421914166687,3.1731819235597216,3.0418328682192746,2.899038959835059,2.7196261745557515
CZ,2020,4.44619952273799,4.332471020206048,,,4.996282527881041,5.013440860215054,1.617126639601415,1.8888563956913582,3.308309021991295,3.3207862176842404,3.8506454324217403,3.5073501015310633,3.5228816886715855,3.369614943114156,3.6355209912691904,3.622983192924045
DE,2020,4.345958031676428,4.163766145861586,,,5.3016898608349905,5.229250176845084,2.210140209623147,2.4525623256266473,3.527916291201381,3.537790600468313,4.429426743812959,4.253816551752407,2.8125718988620063,2.6580345187668124,3.791837935725171,3.765622300991948
EE,2020,4.55683955575574,4.456066738138668,,,4.95021645021645,4.88545347467609,1.9576330327775413,2.437153580985686,3.0874789217884175,3.2531002452632642,4.2139900172687055,4.053951535441758,3.35304975883235,3.227423913376524,3.9166716910169304,3.958082873363472
ES,2020,4.345581034683264,4.11269623878987,,,5.17741935483871,5.121110176619007,2.2159835911568972,2.6708798764262567,3.5675003189728365,3.5760740852346804,3.9072016136565315,3.766868832546594,2.5711198892165137,2.45866586916678,3.095154472011121,3.101525467654674
FI,2020,4.903529885217145,4.805489921726295,,,5.408653846153846,5.4071518193224595,2.2694647718717036,2.7605698617013714,3.5228167728167725,3.603948068709793,4.355779750260034,4.173494349234898,2.9988675915130933,2.7773382410606304,4.536341716414053,4.563220778658348
FR,2020,4.632130369553562,4.313288312891175,,,5.161960985626283,5.055333998005982,2.315152117527873,2.633705768983343,3.7415318820013574,3.6860247792358884,4.499122534436713,4.18271805081532,2.851230226320697,2.7692941707249252,3.594158323588529,3.5632760871859084
GB,2020,4.53682188871061,4.265054689692776,,,5.150197628458498,5.0863141524105755,2.068224020207253,2.512634129456559,3.4883061114945177,3.5875587382230383,4.35277202668507,3.997192557051712,2.7484703424219292,2.7030314872594325,3.573848471803702,3.5298692773897904
GR,2020,4.3188664148716835,4.102021660575053,,,4.794977511244378,4.642979452054795,3.4814335010904123,3.9871970104174665,3.1425438596491233,2.9490518719743837,3.4050602697219237,3.2550132835186014,3.186238679302268,3.143585413800792,3.8150710276432016,3.780762118682013
HR,2020,4.723378565499749,4.632671961832632,,,4.564425770308123,4.588755707762557,3.0907186366761095,3.646554777142804,3.5914781966289886,3.379129441196087,4.09042878631999,3.9214705296694543,3.344014924322268,3.1468666663370435,2.6628294464444333,2.763325920665355
HU,2020,4.389416660480326,4.338463125765914,,,4.2428057553956835,4.248908296943231,2.2742097958022383,2.7789908323650465,3.003341473661394,2.9055159149920335,3.7216023473044246,3.6423958742311213,3.5034691134915152,3.5004984008635116,3.622337799841534,3.663143353330858
IE,2020,4.7731827143741095,4.570997267940941,,,4.812649164677804,5.015928725701944,3.1680718886794423,3.4537706970478954,3.2994364446438733,3.2856517384581116,3.9863415135437243,3.675964078606555,2.8166865396326948,2.7919817634238573,3.80531369366904,3.7342548729128713
IL,2020,4.5951618613518646,4.43838622300369,,,5.360849056603773,5.333333333333333,3.073384768640857,3.2301950222507787,3.55079043010617,3.4684355855862967,3.7413686212745976,3.3557715486900594,3.1853016050874703,3.256190874524959,2.863789069798836,2.8302752293577984
IS,2020,5.00211729852375,4.867517140137556,,,5.586206896551724,5.703525641025641,2.364940352846683,2.8203768761396826,3.771029653590137,3.9341636319995814,4.395275821596244,4.337376525782323,2.567336067108565,2.426883912052645,4.056831957409306,4.14908147792537
IT,2020,4.485396524755023,4.2364203638516615,,,4.811,4.507220216606498,2.874869295759608,3.5335070169507254,3.447153161276851,3.3196524692769103,3.9615015730527556,3.7739343414439013,3.11511012964517,3.028492578588508,3.4958259206545836,3.4540538896989443
LT,2020,4.259918117968416,4.130361275424436,,,4.57311320754717,4.487745098039215,2.5454211469303125,3.312787788266487,3.0442169585571723,3.125391037407113,3.8506689378615278,3.4692616858350975,3.4399165132590306,3.447459765687506,3.5312127418480124,3.4917988575808807
LV,2020,4.06315459288306,3.8967332023867267,,,5.304556354916067,5.452199661590525,2.1576895854387352,2.6021963379565882,2.9156840867458533,2.9807361955345875,3.795932719079193,3.537488629405045,3.3305414122132393,3.1924632775104556,2.9839290013772115,3.1178946219322667
ME,2020,4.526167612255346,4.531809967299677,,,4.631599378881988,4.83,3.279688647863375,3.370061085221827,3.5607363644341254,3.4118173689052553,3.6235972339258726,3.5421495210822935,3.425046791288959,3.324850217540135,2.96576649590733,2.920350478317966
MK,2020,4.3997857554039745,4.273849169939911,,,4.106646058732612,4.239074550128534,3.5789165884665306,3.8115569057429517,3.1017456727667327,2.946670576655675,3.3842506498390383,3.2196534613509025,3.8611922720758294,3.8387316801832934,2.6537378831650087,2.741700505842959
NL,2020,4.814682466603271,4.632375630405696,,,5.748333333333333,5.710069444444445,2.194778222815606,2.3283732766335867,3.9797787077567577,4.027375299311232,4.811126920321579,4.589429502208406,2.7528438620206526,2.647629439280427,4.237189682750373,4.156937248671778
NO,2020,4.990559739408092,4.815704625504227,,,5.781468531468532,5.788629737609329,1.9870840981984423,2.2639148326342062,3.8311450199769177,3.960174640128079,4.494656331367235,4.4046444121915815,2.7520895987637637,2.563395460203396,4.524300316936455,4.529266565674518
PL,2020,4.256149046737466,4.0179503097948235,,,4.71584008097166,4.697619047619048,3.3373839410028308,3.7038555658234116,3.186729388026995,3.0702225707276316,3.8999030883774903,3.6527734095328537,3.171961753575279,2.9735092673524575,2.643170060711554,2.64423179830974
PT,2020,4.361687408964743,4.111832018137946,,,4.299739921976593,4.081531954887218,2.773656968898738,3.595704821585464,3.543045481331927,3.4070401835154933,3.7381573183704973,3.291723218574124,2.891311919050933,2.916761474141671,3.204122694704585,3.2047436030681298
RS,2020,4.0832529135329025,3.828998360847676,,,4.602185089974293,4.962480857580398,3.0358398899353722,3.2691388250825457,3.467441276098372,3.3961343181214243,3.9818477459570936,3.7775672252204906,3.267829787873783,3.242352614396683,2.6986931138413675,2.664741126422669
SE,2020,4.557362599476745,4.344912416215222,,,5.571134492223239,5.593270868824532,1.7971702321017389,2.1119115578630976,3.70929614106431,3.8260880659368577,4.563595752233066,4.409868938757582,2.8814970679455962,2.6019440794402207,3.8100983328641447,3.801269197879746
SI,2020,4.761966815916574,4.700346004359349,,,4.79653130287648,4.712178517397882,2.4999791464146273,2.941327991012375,3.476977774697881,3.4285652171849037,4.2711358508024215,4.127824238982671,3.2022501797856076,3.0709227306717914,3.1424887497811795,3.2651759337224413
SK,2020,4.173533950947036,4.103285261166244,,,4.061145510835913,3.8657347204161248,3.208896828165594,3.7830003085703745,3.103947287140634,3.0642068323299156,3.7791815922806338,3.60438211852955,3.481985265958965,3.4269946590941913,2.977569118414189,3.0526326254672713
